"Player","Position","Handedness","Season","Team","GP","Strength","TOI","Goals","xGoals","Assists","A1","A2","P","P1","iSh%","iFSh%","ixFSh%","iSF","iFen","iCorsi","G60","xG60","A60","A160","A260","P60","P160","iSF60","iFen60","iCorsi60","HF","HA","Takeaways","Giveaways","PEND","PENT","Blocks","Faceoff Wins","Faceoff Losses","Faceoff%"
"PHILLIP DANAULT","LW","L","2016","MTL","22","All Situations","290.45","5","3.1","4","2","2","9","7","16.13","12.20","7.56","31","41","57","1.03","0.64","0.83","0.41","0.41","1.86","1.45","6.40","8.47","11.77","21","30","5","10","2","3","18","67","53","55.83"
"RYAN STROME","C","R","2016","NYI","19","All Situations","266.73","2","4.23","4","2","2","6","4","6.45","5.13","10.84","31","39","52","0.45","0.95","0.90","0.45","0.45","1.35","0.90","6.97","8.77","11.70","15","15","7","11","0","11","6","40","47","45.98"
"SEAN COUTURIER","C","L","2016","PHI","20","All Situations","362.47","5","4.04","3","1","2","8","6","16.13","10.64","8.59","31","47","59","0.83","0.67","0.50","0.17","0.33","1.32","0.99","5.13","7.78","9.77","13","40","12","12","1","7","13","165","167","49.70"
"TOBIAS RIEDER","RW","L","2016","ARI","17","All Situations","282.33","5","3.25","4","2","2","9","7","16.13","11.11","7.23","31","45","57","1.06","0.69","0.85","0.43","0.43","1.91","1.49","6.59","9.56","12.11","4","16","5","5","4","0","10","0","1","0.00"
"ALEXANDER STEEN","LW","L","2016","STL","17","All Situations","334.83","2","4.14","8","4","4","10","6","6.67","4.65","9.62","30","43","56","0.36","0.74","1.43","0.72","0.72","1.79","1.08","5.38","7.71","10.03","8","19","7","4","10","5","9","20","36","35.71"
"CONNOR BROWN","RW","R","2016","TOR","21","All Situations","297.18","3","3.9","5","3","2","8","6","10.00","7.32","9.52","30","41","52","0.61","0.79","1.01","0.61","0.40","1.62","1.21","6.06","8.28","10.50","18","30","7","2","1","2","15","0","0",""
"CONNOR CARRICK","D","R","2016","TOR","19","All Situations","334.00","1","1.96","2","1","1","3","2","3.33","2.38","4.68","30","42","60","0.18","0.35","0.36","0.18","0.18","0.54","0.36","5.39","7.54","10.78","21","35","6","17","3","5","25","0","0",""
"DENNIS WIDEMAN","D","R","2016","CGY","16","All Situations","349.53","2","1.46","4","2","2","6","4","6.67","5.00","3.66","30","40","68","0.34","0.25","0.69","0.34","0.34","1.03","0.69","5.15","6.87","11.67","18","18","8","16","4","4","18","0","0",""
"DEVIN SETOGUCHI","RW","R","2016","L.A","22","All Situations","291.27","3","3.3","4","1","3","7","4","10.00","6.98","7.67","30","43","57","0.62","0.68","0.82","0.21","0.62","1.44","0.82","6.18","8.86","11.74","27","18","6","11","9","3","4","2","0","100.00"
"JACCOB SLAVIN","D","L","2016","CAR","20","All Situations","446.13","1","0.77","5","2","3","6","3","3.33","2.63","2.03","30","38","54","0.13","0.10","0.67","0.27","0.40","0.81","0.40","4.03","5.11","7.26","10","35","15","9","0","1","30","0","0",""
"JACK JOHNSON","D","L","2016","CBJ","20","All Situations","437.70","0","1.26","3","0","3","3","0","0.00","0.00","2.99","30","42","63","0.00","0.17","0.41","0.00","0.41","0.41","0.00","4.11","5.76","8.64","29","21","3","8","1","6","33","0","0",""
"JAMIE MCGINN","LW","L","2016","ARI","14","All Situations","203.27","3","3.43","3","0","3","6","3","10.00","8.82","10.08","30","34","39","0.89","1.01","0.89","0.00","0.89","1.77","0.89","8.86","10.04","11.51","28","15","0","5","2","4","8","0","1","0.00"
"MICHEAL FERLAND","LW","L","2016","CGY","23","All Situations","252.53","4","3.07","5","2","3","9","6","13.33","9.76","7.49","30","41","50","0.95","0.73","1.19","0.48","0.71","2.14","1.43","7.13","9.74","11.88","51","18","12","10","5","2","7","0","0",""
"MIKE FISHER","C","R","2016","NSH","16","All Situations","258.42","4","4","8","7","1","12","11","13.33","9.76","9.75","30","41","45","0.93","0.93","1.86","1.63","0.23","2.79","2.55","6.97","9.52","10.45","41","15","3","0","2","5","12","143","116","55.21"
"RILEY SHEAHAN","C","L","2016","DET","22","All Situations","296.10","0","2.27","4","2","2","4","2","0.00","0.00","5.28","30","43","50","0.00","0.46","0.81","0.41","0.41","0.81","0.41","6.08","8.71","10.13","18","27","4","7","3","5","12","42","36","53.85"
"SAMI VATANEN","D","R","2016","ANA","22","All Situations","474.83","1","1.86","8","4","4","9","5","3.33","2.56","4.77","30","39","66","0.13","0.24","1.01","0.51","0.51","1.14","0.63","3.79","4.93","8.34","30","28","7","8","3","2","44","0","0",""
"TREVOR DALEY","D","L","2016","PIT","22","All Situations","466.40","2","2.84","6","2","4","8","4","6.67","3.92","5.56","30","51","73","0.26","0.36","0.77","0.26","0.51","1.03","0.51","3.86","6.56","9.39","6","17","11","10","3","6","35","0","0",""
"ZACK KASSIAN","RW","R","2016","EDM","19","All Situations","234.85","2","3.01","2","1","1","4","3","6.67","5.26","7.92","30","38","42","0.51","0.77","0.51","0.26","0.26","1.02","0.77","7.66","9.71","10.73","42","11","6","5","3","8","3","1","0","100.00"
"ARTTURI LEHKONEN","LW","L","2016","MTL","13","All Situations","176.85","2","3.57","1","0","1","3","2","6.90","5.71","10.21","29","35","50","0.68","1.21","0.34","0.00","0.34","1.02","0.68","9.84","11.87","16.96","13","26","5","5","1","3","4","0","0",""
"BRIAN DUMOULIN","D","L","2016","PIT","21","All Situations","409.08","0","1.82","2","1","1","2","1","0.00","0.00","4.79","29","38","58","0.00","0.27","0.29","0.15","0.15","0.29","0.15","4.25","5.57","8.51","36","55","7","12","3","6","26","0","0",""
"DERYK ENGELLAND","D","R","2016","CGY","23","All Situations","421.32","1","0.79","3","1","2","4","2","3.45","2.44","1.92","29","41","63","0.14","0.11","0.43","0.14","0.28","0.57","0.28","4.13","5.84","8.97","44","39","1","15","8","3","37","1","0","100.00"
"JAY BEAGLE","C","R","2016","WSH","21","All Situations","265.72","4","2.86","4","3","1","8","7","13.79","11.76","8.42","29","34","38","0.90","0.65","0.90","0.68","0.23","1.81","1.58","6.55","7.68","8.58","14","10","3","6","0","1","10","153","81","65.38"
"JOHAN LARSSON","C","L","2016","BUF","21","All Situations","377.42","3","3.35","4","2","2","7","5","10.34","7.14","7.97","29","42","56","0.48","0.53","0.64","0.32","0.32","1.11","0.79","4.61","6.68","8.90","23","31","10","10","4","9","17","161","153","51.27"
"JORDAN MARTINOOK","LW","L","2016","ARI","19","All Situations","299.45","5","2.87","5","5","0","10","10","17.24","11.36","6.52","29","44","52","1.00","0.57","1.00","1.00","0.00","2.00","2.00","5.81","8.82","10.42","16","21","9","4","5","5","16","99","115","46.26"
"LEE STEMPNIAK","RW","R","2016","CAR","20","All Situations","322.80","4","4.02","6","3","3","10","7","13.79","9.30","9.36","29","43","56","0.74","0.75","1.12","0.56","0.56","1.86","1.30","5.39","7.99","10.41","32","27","12","12","3","7","5","1","2","33.33"
"LUKE GLENDENING","C","R","2016","DET","22","All Situations","285.70","1","3.14","6","5","1","7","6","3.45","2.50","7.84","29","40","42","0.21","0.66","1.26","1.05","0.21","1.47","1.26","6.09","8.40","8.82","59","41","8","2","3","4","22","82","67","55.03"
"MATTIAS EKHOLM","D","L","2016","NSH","20","All Situations","467.78","0","2.48","5","1","4","5","1","0.00","0.00","5.17","29","48","76","0.00","0.32","0.64","0.13","0.51","0.64","0.13","3.72","6.16","9.75","13","33","6","21","3","5","33","0","0",""
"RILEY NASH","C","R","2016","BOS","21","All Situations","294.55","1","3.36","3","3","0","4","4","3.45","2.44","8.20","29","41","49","0.20","0.69","0.61","0.61","0.00","0.81","0.81","5.91","8.35","9.98","10","31","10","4","1","1","5","88","74","54.32"
"TYLER ENNIS","LW","L","2016","BUF","12","All Situations","164.72","1","2.6","1","1","0","2","2","3.45","2.94","7.66","29","34","48","0.36","0.95","0.36","0.36","0.00","0.73","0.73","10.56","12.38","17.48","5","10","5","2","0","0","3","0","0",""
"ANDREJ SUSTR","D","R","2016","T.B","22","All Situations","389.92","0","0.83","3","3","0","3","3","0.00","0.00","2.30","28","36","46","0.00","0.13","0.46","0.46","0.00","0.46","0.46","4.31","5.54","7.08","18","26","9","11","1","8","25","0","0",""
"CONOR SHEARY","LW","L","2016","PIT","15","All Situations","222.17","4","2.71","5","1","4","9","5","14.29","11.11","7.53","28","36","46","1.08","0.73","1.35","0.27","1.08","2.43","1.35","7.56","9.72","12.42","7","24","8","7","5","3","6","0","0",""
"DARREN HELM","C","L","2016","DET","17","All Situations","258.92","4","3.14","3","1","2","7","5","14.29","11.43","8.96","28","35","47","0.93","0.73","0.70","0.23","0.46","1.62","1.16","6.49","8.11","10.89","21","25","9","7","10","3","5","106","81","56.68"
"FRANCOIS BEAUCHEMIN","D","L","2016","COL","20","All Situations","401.80","0","0.76","4","2","2","4","2","0.00","0.00","1.89","28","40","52","0.00","0.11","0.60","0.30","0.30","0.60","0.30","4.18","5.97","7.77","18","15","7","11","1","3","36","0","0",""
"JASON ZUCKER","LW","L","2016","MIN","21","All Situations","264.78","2","2.68","8","6","2","10","8","7.14","4.08","5.46","28","49","55","0.45","0.61","1.81","1.36","0.45","2.27","1.81","6.34","11.10","12.46","22","22","12","5","6","4","8","1","2","33.33"
"KYLE QUINCEY","D","L","2016","N.J","21","All Situations","359.10","2","1.4","4","2","2","6","4","7.14","6.45","4.53","28","31","51","0.33","0.23","0.67","0.33","0.33","1.00","0.67","4.68","5.18","8.52","30","20","6","11","3","6","26","0","0",""
"MATT CULLEN","C","L","2016","PIT","22","All Situations","310.03","4","4.78","6","3","3","10","7","14.29","8.89","10.63","28","45","55","0.77","0.93","1.16","0.58","0.58","1.94","1.35","5.42","8.71","10.64","11","24","4","8","4","3","3","151","107","58.53"
"PAUL BYRON","LW","L","2016","MTL","22","All Situations","310.17","7","4.27","5","3","2","12","10","25.00","21.21","12.95","28","33","39","1.35","0.83","0.97","0.58","0.39","2.32","1.93","5.42","6.38","7.54","30","25","10","6","6","4","5","2","0","100.00"
"RYAN ELLIS","D","R","2016","NSH","19","All Situations","449.08","3","1.8","6","3","3","9","6","10.71","7.14","4.28","28","42","67","0.40","0.24","0.80","0.40","0.40","1.20","0.80","3.74","5.61","8.95","26","19","6","10","5","5","37","0","0",""
"TYLER MOTTE","LW","L","2016","CHI","18","All Situations","224.85","3","2.99","3","3","0","6","6","10.71","8.33","8.30","28","36","47","0.80","0.80","0.80","0.80","0.00","1.60","1.60","7.47","9.61","12.54","15","26","9","1","5","5","13","4","2","66.67"
"VIKTOR STALBERG","LW","L","2016","CAR","19","All Situations","222.03","3","2.31","1","1","0","4","4","10.71","8.82","6.80","28","34","45","0.81","0.62","0.27","0.27","0.00","1.08","1.08","7.57","9.19","12.16","39","28","13","8","4","7","3","0","0",""
"ADAM LARSSON","D","R","2016","EDM","22","All Situations","450.88","2","1.49","3","2","1","5","4","7.41","5.26","3.91","27","38","55","0.27","0.20","0.40","0.27","0.13","0.67","0.53","3.59","5.06","7.32","71","32","5","19","3","6","32","0","0",""
"BRAYDON COBURN","D","L","2016","T.B","22","All Situations","356.20","0","0.76","4","3","1","4","3","0.00","0.00","2.12","27","36","60","0.00","0.13","0.67","0.51","0.17","0.67","0.51","4.55","6.06","10.11","25","31","0","8","2","4","13","0","0",""
"BRIAN BOYLE","C","L","2016","T.B","20","All Situations","231.98","4","1.45","1","1","0","5","5","14.81","11.76","4.25","27","34","38","1.03","0.37","0.26","0.26","0.00","1.29","1.29","6.98","8.79","9.83","29","19","6","3","2","8","7","60","49","55.05"
"CHRIS KELLY","C","L","2016","OTT","21","All Situations","275.50","1","2.8","2","2","0","3","3","3.70","2.70","7.56","27","37","44","0.22","0.61","0.44","0.44","0.00","0.65","0.65","5.88","8.06","9.58","20","22","6","7","5","2","12","83","83","50.00"
"CHRIS WIDEMAN","D","R","2016","OTT","16","All Situations","215.62","1","0.73","4","3","1","5","4","3.70","2.86","2.10","27","35","47","0.28","0.20","1.11","0.83","0.28","1.39","1.11","7.51","9.74","13.08","9","24","3","12","1","4","12","0","0",""
"DALE WEISE","RW","R","2016","PHI","18","All Situations","216.65","2","2.59","2","1","1","4","3","7.41","5.26","6.81","27","38","43","0.55","0.72","0.55","0.28","0.28","1.11","0.83","7.48","10.52","11.91","31","16","7","3","0","3","5","0","0",""
"DENIS MALGIN","C","R","2016","FLA","21","All Situations","245.25","4","2.84","4","1","3","8","5","14.81","11.11","7.88","27","36","48","0.98","0.69","0.98","0.24","0.73","1.96","1.22","6.61","8.81","11.74","12","17","6","3","8","3","5","41","72","36.28"
"JOSH MORRISSEY","D","L","2016","WPG","23","All Situations","421.73","1","0.91","3","1","2","4","2","3.70","2.70","2.47","27","37","65","0.14","0.13","0.43","0.14","0.28","0.57","0.28","3.84","5.26","9.25","34","20","3","8","1","6","38","0","0",""
"MATHIEU PERREAULT","C","L","2016","WPG","11","All Situations","177.87","1","2.48","2","1","1","3","2","3.70","3.03","7.50","27","33","34","0.34","0.84","0.67","0.34","0.34","1.01","0.67","9.11","11.13","11.47","16","6","6","4","5","3","3","80","67","54.42"
"MIKKO RANTANEN","RW","L","2016","COL","15","All Situations","271.83","2","2.46","6","3","3","8","5","7.41","5.26","6.48","27","38","49","0.44","0.54","1.32","0.66","0.66","1.77","1.10","5.96","8.39","10.82","2","20","7","3","4","2","9","15","6","71.43"
"NICK COUSINS","C","L","2016","PHI","18","All Situations","206.07","3","2.28","3","2","1","6","5","11.11","10.00","7.60","27","30","40","0.87","0.66","0.87","0.58","0.29","1.75","1.46","7.86","8.73","11.65","21","27","6","2","1","2","8","23","55","29.49"
"SCOTT HARTNELL","LW","L","2016","CBJ","20","All Situations","249.38","4","3.93","7","6","1","11","10","14.81","11.76","11.57","27","34","42","0.96","0.95","1.68","1.44","0.24","2.65","2.41","6.50","8.18","10.11","17","9","3","10","1","3","10","0","0",""
"SETH JONES","D","R","2016","CBJ","14","All Situations","335.83","3","0.72","3","2","1","6","5","11.11","9.38","2.24","27","32","51","0.54","0.13","0.54","0.36","0.18","1.07","0.89","4.82","5.72","9.11","18","13","5","10","3","1","22","0","0",""
"TOM PYATT","LW","L","2016","OTT","21","All Situations","335.88","2","2.79","3","2","1","5","4","7.41","5.56","7.76","27","36","44","0.36","0.50","0.54","0.36","0.18","0.89","0.71","4.82","6.43","7.86","12","29","9","6","6","1","21","7","10","41.18"
"ZDENO CHARA","D","L","2016","BOS","19","All Situations","431.10","1","1.69","5","3","2","6","4","3.70","2.63","4.44","27","38","61","0.14","0.24","0.70","0.42","0.28","0.84","0.56","3.76","5.29","8.49","29","30","8","17","3","8","34","0","0",""
"ANDREAS MARTINSEN","LW","L","2016","COL","20","All Situations","235.62","1","2.15","2","2","0","3","3","3.85","2.86","6.15","26","35","44","0.25","0.55","0.51","0.51","0.00","0.76","0.76","6.62","8.91","11.20","63","15","11","3","2","5","12","1","0","100.00"
"ANTOINE ROUSSEL","LW","L","2016","DAL","22","All Situations","339.40","4","3.65","9","6","3","13","10","15.38","9.30","8.50","26","43","52","0.71","0.65","1.59","1.06","0.53","2.30","1.77","4.60","7.60","9.19","30","35","5","17","14","13","12","1","3","25.00"
"BRENDAN SMITH","D","L","2016","DET","20","All Situations","360.18","2","1.08","2","2","0","4","4","7.69","5.56","3.01","26","36","57","0.33","0.18","0.33","0.33","0.00","0.67","0.67","4.33","6.00","9.50","25","27","0","18","8","4","18","0","0",""
"DAN HAMHUIS","D","L","2016","DAL","21","All Situations","428.25","0","1.2","5","3","2","5","3","0.00","0.00","3.24","26","37","64","0.00","0.17","0.70","0.42","0.28","0.70","0.42","3.64","5.18","8.97","28","32","4","10","4","4","35","0","0",""
"DAVID SAVARD","D","R","2016","CBJ","20","All Situations","426.95","1","1.91","3","2","1","4","3","3.85","1.96","3.75","26","51","61","0.14","0.27","0.42","0.28","0.14","0.56","0.42","3.65","7.17","8.57","38","30","6","6","1","7","34","0","0",""
"HENRIK SEDIN","C","L","2016","VAN","22","All Situations","427.48","5","3.04","7","2","5","12","7","19.23","13.89","8.45","26","36","52","0.70","0.43","0.98","0.28","0.70","1.68","0.98","3.65","5.05","7.30","5","10","3","16","0","2","3","163","158","50.78"
"JOHN KLINGBERG","D","R","2016","DAL","21","All Situations","475.82","2","2.24","9","5","4","11","7","7.69","4.88","5.47","26","41","75","0.25","0.28","1.13","0.63","0.50","1.39","0.88","3.28","5.17","9.46","12","38","5","22","4","6","27","0","0",""
"LEO KOMAROV","C","L","2016","TOR","21","All Situations","362.28","3","3.41","6","3","3","9","6","11.54","8.57","9.76","26","35","40","0.50","0.57","0.99","0.50","0.50","1.49","0.99","4.31","5.80","6.62","73","16","7","3","3","7","14","25","24","51.02"
"OLLI MAATTA","D","L","2016","PIT","22","All Situations","401.02","0","0.79","1","1","0","1","1","0.00","0.00","2.03","26","39","56","0.00","0.12","0.15","0.15","0.00","0.15","0.15","3.89","5.84","8.38","21","42","4","17","1","3","32","0","0",""
"RADKO GUDAS","D","R","2016","PHI","16","All Situations","326.93","1","0.96","6","3","3","7","4","3.85","2.08","2.01","26","48","70","0.18","0.18","1.10","0.55","0.55","1.28","0.73","4.77","8.81","12.85","67","26","5","9","1","3","41","0","0",""
"TJ BRODIE","D","L","2016","CGY","23","All Situations","543.75","0","1.51","5","2","3","5","2","0.00","0.00","3.87","26","39","57","0.00","0.17","0.55","0.22","0.33","0.55","0.22","2.87","4.30","6.29","11","27","19","20","4","3","29","0","0",""
"VALTTERI FILPPULA","C","L","2016","T.B","21","All Situations","378.47","4","4.47","11","6","5","15","10","15.38","12.50","13.98","26","32","35","0.63","0.71","1.74","0.95","0.79","2.38","1.59","4.12","5.07","5.55","8","19","10","10","2","2","10","171","210","44.88"
"WILLIAM KARLSSON","C","L","2016","CBJ","20","All Situations","285.95","3","2.74","5","4","1","8","7","11.54","7.89","7.20","26","38","52","0.63","0.57","1.05","0.84","0.21","1.68","1.47","5.46","7.97","10.91","9","10","9","7","2","1","3","106","120","46.90"
"BLAKE COMEAU","LW","R","2016","COL","16","All Situations","246.80","2","1.8","2","0","2","4","2","8.00","5.88","5.30","25","34","44","0.49","0.44","0.49","0.00","0.49","0.97","0.49","6.08","8.27","10.70","33","8","8","3","4","9","6","41","37","52.56"
"BRAD RICHARDSON","C","L","2016","ARI","16","All Situations","245.53","5","2.75","4","1","3","9","6","20.00","15.62","8.60","25","32","43","1.22","0.67","0.98","0.24","0.73","2.20","1.47","6.11","7.82","10.51","19","16","10","3","1","6","7","121","97","55.50"
"BRANDON CARLO","D","R","2016","BOS","21","All Situations","464.95","2","1.03","2","1","1","4","3","8.00","5.13","2.63","25","39","56","0.26","0.13","0.26","0.13","0.13","0.52","0.39","3.23","5.03","7.23","21","34","4","7","2","5","31","0","0",""
"COLIN MILLER","D","R","2016","BOS","15","All Situations","239.45","1","1.05","1","0","1","2","1","4.00","2.50","2.63","25","40","58","0.25","0.26","0.25","0.00","0.25","0.50","0.25","6.26","10.02","14.53","16","20","4","7","2","2","8","0","0",""
"DEREK MACKENZIE","C","L","2016","FLA","21","All Situations","265.07","2","2.41","3","1","2","5","3","8.00","5.88","7.09","25","34","43","0.45","0.55","0.68","0.23","0.45","1.13","0.68","5.66","7.70","9.73","52","20","7","4","7","3","12","110","97","53.14"
